"id","name","year","region","country","state","description","status","url","notes","age_verification","parental_consent","hours_of_access","parental_account_access","data_privacy","targeted_ads","algorithms_and_platform_design","pornographic_content","blocking_foreign_apps","artificial_intelligence","phones_in_schools","media_literacy","parental_controls","establish_commissions","social_media_tax","reporting_abuse","child_labor","screentime_notifications"
"S4745","Endangering Welfare of Children",2025,"North America","USA","New Jersey","This bill amends New Jersey's child endangerment statute to make it a crime to knowingly act, via electronic communication such as social media, in a manner likely to be injurious to a child's physical, mental, or moral welfare.","failed","https://legiscan.com/NJ/text/S4745/2024","Failed",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A4643","Endangering Welfare of Children",2024,"North America","USA","New Jersey","This bill amends New Jersey's child endangerment statute to make it a crime to knowingly act, via electronic communication such as social media, in a manner likely to be injurious to a child's physical, mental, or moral welfare.","failed","https://legiscan.com/NJ/text/A4643/2024","Failed",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"S1514/A2738","Endangering Welfare of Children",2026,"North America","USA","New Jersey","This bill amends New Jersey's child endangerment statute to make it a crime to knowingly act, via electronic communication such as social media, in a manner likely to be injurious to a child's physical, mental, or moral welfare.","pending","https://legiscan.com/NJ/text/S1514/2026","Pending",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A4919","A4919",2022,"North America","USA","New Jersey","This bill requires social media companies to complete a Data Protection Impact Assessment when launching a new service, product, or feature likely to be accessed by children. This will document privacy risks, designate an age level that the feature is appropriate for, set privacy settings to the maximum for children, provide privacy information in age appropriate language to children, and assess the potential impact of the feature on children. This bill also establishes the New Jersey Children’s Data Protection Commission to oversee and monitor the impact of social media on children, and provide guidance and direction to the state government.","failed","https://legiscan.com/NJ/text/A4919/2022","Failed",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"S3493","Social Media Privacy and Data Standards for Children",2023,"North America","USA","New Jersey","This bill requires social media companies to complete a Data Protection Impact Assessment when launching a new service, product, or feature likely to be accessed by children. This will document privacy risks, designate an age level that the feature is appropriate for, set privacy settings to the maximum for children, provide privacy information in age appropriate language to children, and assess the potential impact of the feature on children. This bill also establishes the New Jersey Children’s Data Protection Commission to oversee and monitor the impact of social media on children, and provide guidance and direction to the state government.","failed","https://legiscan.com/NJ/text/S3493/id/2656105","Failed",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"A1879/S1959","A1879",2024,"North America","USA","New Jersey","This bill requires social media companies to complete a Data Protection Impact Assessment when launching a new service, product, or feature likely to be accessed by children. This will document privacy risks, designate an age level that the feature is appropriate for, set privacy settings to the maximum for children, provide privacy information in age appropriate language to children, and assess the potential impact of the feature on children. This bill also establishes the New Jersey Children’s Data Protection Commission to oversee and monitor the impact of social media on children, and provide guidance and direction to the state government.","failed","https://legiscan.com/NJ/text/A1879/2024","Failed",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"A1358/S4016","A1358",2026,"North America","USA","New Jersey","This bill requires social media companies to complete a Data Protection Impact Assessment when launching a new service, product, or feature likely to be accessed by children. This will document privacy risks, designate an age level that the feature is appropriate for, set privacy settings to the maximum for children, provide privacy information in age appropriate language to children, and assess the potential impact of the feature on children. This bill also establishes the New Jersey Children’s Data Protection Commission to oversee and monitor the impact of social media on children, and provide guidance and direction to the state government.","pending","https://legiscan.com/NJ/text/A1358/2026","Pending",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"SB684","Online Children's Safety Protection Act",2024,"North America","USA","Virginia","This bill establishes the Online Children's Safety Protection Act, requiring covered entities that provide an online service, product, or feature likely to be accessed by children to complete a data protection impact assessment determining whether the service is designed and offered consistent with the best interests of the child, and prohibits practices such as profiling, collecting precise geolocation data, and using dark patterns.","failed","https://legiscan.com/VA/text/SB684/2024","Failed",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"SB684","Online Children's Safety Protection Act",2025,"North America","USA","Virginia","This bill establishes the Online Children's Safety Protection Act, requiring covered entities that provide an online service, product, or feature likely to be accessed by children to complete a data protection impact assessment determining whether the service is designed and offered consistent with the best interests of the child, and prohibits practices such as profiling, collecting precise geolocation data, and using dark patterns.","failed","https://legiscan.com/VA/text/SB684/2025","Failed",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"A5474","A5474",2023,"North America","USA","New Jersey","This bill protects the of minors featured in online video blogs (vlogs) by requiring online content creators who meet specified compensation and content thresholds to set aside a percentage of earnings tied to a minor's likeness or name in a trust preserved for the minor until reaching age 18. It also allows individuals who appeared as minors in such monetized content to request, upon reaching adulthood, the permanent deletion of those video segments from the relevant internet platform or content creator's account.","failed","https://legiscan.com/NJ/text/A5474/id/2813651","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"A4635","A4635",2024,"North America","USA","New Jersey","This bill protects the of minors featured in online video blogs (vlogs) by requiring online content creators who meet specified compensation and content thresholds to set aside a percentage of earnings tied to a minor's likeness or name in a trust preserved for the minor until reaching age 18. It also allows individuals who appeared as minors in such monetized content to request, upon reaching adulthood, the permanent deletion of those video segments from the relevant internet platform or content creator's account.","failed","https://legiscan.com/NJ/text/A4635/2024","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"A5750/S4215","Age Verification, Parental Consent, Limited communications with minors via social media sites",2023,"North America","USA","New Jersey","This bill requires social media companies to verify the age of New Jersey account holders and obtain parent or guardian consent, including identity-verified consent, before allowing a minor to be an account holder, and prohibits social media platforms from permitting direct messaging between a minor's account and adult users not connected through mutual ""adding."" It also limits the collection of minors' personal information to what is necessary for legal compliance.","failed","https://legiscan.com/NJ/text/A5750/id/2864979","Failed",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"S1982","S1982",2024,"North America","USA","New Jersey","This bill requires social media companies to verify the age of New Jersey account holders and obtain parent or guardian consent, including identity-verified consent, before allowing a minor to be an account holder, and prohibits social media platforms from permitting direct messaging between a minor's account and adult users not connected through mutual ""adding."" It also limits the collection of minors' personal information to what is necessary for legal compliance.","failed","https://legiscan.com/NJ/text/S1982/2024","Failed",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"S3993","S3993",2026,"North America","USA","New Jersey","This bill requires social media companies to verify the age of New Jersey account holders and obtain parent or guardian consent, including identity-verified consent, before allowing a minor to be an account holder, and prohibits social media platforms from permitting direct messaging between a minor's account and adult users not connected through mutual ""adding."" It also limits the collection of minors' personal information to what is necessary for legal compliance.","pending","https://legiscan.com/NJ/text/S3993/2026","Pending",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB1372","Digital Social Media Services and the Mental Health Care Fund",2024,"North America","USA","Maryland","This bill establishes the Mental Health Care Fund for Children and Youth to improve access to mental health care services for children and youth in the State, and imposes a digital social media gross revenues tax, ranging from 5% to 10% depending on global annual gross revenues, on large social media services with the tax revenue distributed to the Fund.","failed","https://legiscan.com/MD/text/HB1372/id/2922702/Maryland-2024-HB1372-Introduced.pdf","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"HB414","Digital Social Media Services and the Mental Health Care Fund",2025,"North America","USA","Maryland","This bill establishes the Mental Health Care Fund for Children and Youth to improve access to mental health care services for children and youth in the State, and imposes a digital social media gross revenues tax, ranging from 5% to 10% depending on global annual gross revenues, on large social media services with the tax revenue distributed to the Fund.","failed","https://legiscan.com/MD/text/HB414/2025","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"HB468","Digital Social Media Services and the Mental Health Care Fund",2026,"North America","USA","Maryland","This bill establishes the Mental Health Care Fund for Children and Youth to improve access to mental health care services for children and youth in the State, and imposes a digital social media gross revenues tax, ranging from 5% to 10% depending on global annual gross revenues, on large social media services with the tax revenue distributed to the Fund.","pending","https://legiscan.com/MD/text/HB468/2026","Pending",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"HB1119/SB739","Algorithmic Addiction Fund",2024,"North America","USA","Maryland","This bill establishes the Algorithmic Addiction Fund to retain revenues recovered by the State from technology or social media companies, to be used for algorithmic addiction prevention, intervention, and treatment services, and requires the Governor to develop related goals and performance indicators and report annually to the General Assembly.","failed","https://legiscan.com/MD/text/HB1119/id/2920017/Maryland-2024-HB1119-Introduced.pdf","Failed",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"HB715/SB602","Algorithmic Addiction Fund",2026,"North America","USA","Maryland","This bill establishes the Algorithmic Addiction Fund as a special, nonlapsing fund to retain settlement or judgment revenues recovered by the State from technology or social media companies, to be used for algorithmic addiction prevention, intervention, and treatment services, and requires the Governor to develop related goals and performance indicators and report annually to the General Assembly.","pending","https://legiscan.com/MD/text/HB715/2026","Pending",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"HB645","Social Media Platforms - Vloggers and Video Content Featuring Minors",2024,"North America","USA","Maryland","This bill requires a vlogger who features a minor child in monetized video content posted on a social media platform to compensate the child by paying a percentage of gross earnings into a trust for the child. The bill also allows an adult who was featured as a minor in such content to request its permanent deletion and requires social media platforms to take reasonable steps to comply.","failed","https://legiscan.com/MD/text/HB645/id/2903180/Maryland-2024-HB645-Introduced.pdf","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HB1453","Child Influencers Protection Act",2025,"North America","USA","Maryland","This bill requires a vlogger who features a minor child in monetized video content posted on a social media platform to compensate the child by paying a percentage of gross earnings into a trust for the child. The bill also allows an adult who was featured as a minor in such content to request its permanent deletion and requires social media platforms to take reasonable steps to comply.","failed","https://legiscan.com/MD/text/HB1453/2025","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HB21","Child Influencers Protection Act",2026,"North America","USA","Maryland","This bill requires a vlogger who features a minor child in monetized video content posted on a social media platform to compensate the child by paying a percentage of gross earnings into a trust for the child. The bill also allows an adult who was featured as a minor in such content to request its permanent deletion and requires social media platforms to take reasonable steps to comply.","pending","https://legiscan.com/MD/text/HB21/2026","Pending",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SB571/HB603","Maryland Kids' Code",2024,"North America","USA","Maryland","This bill establishes the Maryland Age-Appropriate Design Code Act, requiring businesses that offer an online product likely to be accessed by children to complete a data protection impact assessment identifying risks to children before offering the product to the public, and prohibits practices such as profiling children by default, collecting precise geolocation data, and using dark patterns that circumvent privacy protections.","passed","https://legiscan.com/MD/text/SB571/2024","Enacted",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"HB901/SB844","Maryland Kids' Code",2023,"North America","USA","Maryland","This bill establishes the Maryland Age-Appropriate Design Code Act, requiring businesses that offer an online product likely to be accessed by children to complete a data protection impact assessment identifying risks to children before offering the product to the public, and prohibits practices such as profiling children by default, collecting precise geolocation data, and using dark patterns that circumvent privacy protections.","failed","https://legiscan.com/MD/text/HB901/2023","Failed",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"S3608/A5069","S3608",2023,"North America","USA","New Jersey","This bill prohibits social media platforms from using any practice, design, feature, or affordance that the platform knew or should have known would cause child users to become addicted to the platform","failed","https://legiscan.com/NJ/text/S3608/2022","Failed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"S1964/A1883","S1964",2024,"North America","USA","New Jersey","This bill prohibits social media platforms from using any practice, design, feature, or affordance that the platform knew or should have known would cause child users to become addicted to the platform","failed","https://legiscan.com/NJ/text/S1964/2024","Failed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"S4035","S4035",2026,"North America","USA","New Jersey","This bill prohibits social media platforms from using any practice, design, feature, or affordance that the platform knew or should have known would cause child users to become addicted to the platform","pending","https://legiscan.com/NJ/text/S4035/2026","Pending",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SB1467","Human Trafficking and Child Exploitation Prevention Act",2020,"North America","USA","Arizona","This bill prevents human trafficking, child exploitation, and the distribution of explicit material through the internet. It further ensures that all devices have active filters that blocks explicit material harmful to minors.","failed","https://legiscan.com/AZ/text/SB1467/id/2116611/Arizona-2020-SB1467-Introduced.html","Failed",1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
"SB1495","Personal Data",2022,"North America","USA","Arizona","This bill requires a parent of a child under the age sixteen to provide verified consent in order for their child to create a social media account. Additionally this bill allows parent's to control their child’s usage time and preapprove any photos before they are posted.","failed","https://legiscan.com/AZ/text/SB1495/2022","Failed",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"HB2484","Student Access to Internet and Wireless Devices ",2025,"North America","USA","Arizona","This bill restricts student access to social media platforms through school-provided internet. This bill also limits the use of wireless communication devices by students during the school day, except when devices are used for educational purposes.","passed","https://legiscan.com/AZ/text/HB2484/id/3062551/Arizona-2025-HB2484-Introduced.html","Enacted",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HB2112","Government Information Technology Use ",2025,"North America","USA","Arizona","This bill requires commercial entities that publish material on websites and social media platforms to implement age verification protocols to prevent minors under the age of 18 from accessing adult content online. ","passed","https://legiscan.com/AZ/text/HB2112/id/3114339/Arizona-2025-HB2112-Engrossed.html","Enacted",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"HB2172","Parent Training ",2025,"North America","USA","Arizona"," This bill requires the Department of Education to develop a webpage for parent training programs and resources on child sex trafficking and other internet crimes against children in grades K-8.","failed","https://legiscan.com/AZ/text/HB2172/id/3115197/Arizona-2025-HB2172-Engrossed.html","Failed",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"HB2858","Social Media Protections",2024,"North America","USA","Arizona","This bill requires social media platforms to enable default privacy settings, provide a feature to opt out of data collection beyond what is necessary, and prohibit targeted advertising for minors. 
","failed","https://legiscan.com/AZ/text/HB2858/id/2945121/Arizona-2024-HB2858-Engrossed.html","Failed",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB1136","Healthy Social Media Use",2024,"North America","USA","Colorado","This bill ensures a free resource bank is developed, which provides research-based, scholarly articles on the mental and physical health impacts of social media on youth. Additionally, the bill ensures student wellness programs in elementary and secondary schools include initiatives to address problems regarding technology use.","passed","https://legiscan.com/CO/text/HB1136/id/3002977/Colorado-2024-HB1136-Enrolled.pdf","Passed",0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"SB158","Concealing and Revealing Social Media Information",2024,"North America","USA","Colorado","This bill requires social media companies to create and publish clear policies on their platforms. These policies must include contact information for user questions and a description of the process for flagging content that violates the policies. This bill also requires social media platform's to implement age verification and treat a user as a juvenile if the user's device signals that the user is a juvenile.","failed","https://legiscan.com/CO/text/SB158/2024","Failed",1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"SB201","Require Age Checks for Online Sexual Materials ",2025,"North America","USA","Colorado","This bill requires websites that publish sexual content to implement age verification to prevent children under the age of 18 from accessing it.
","failed","https://legiscan.com/CO/text/SB201/id/3183644/Colorado-2025-SB201-Introduced.pdf","Failed",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"SB792","Social Media Protection of Minors",2023,"North America","USA","Florida","This bill requires social media companies to disclose information about use of addictive design features, photo modifications, etc. Additionally, the bill requires social media companies to provide protective measures such as screen time and a disclaimer about how the application may be harmful to users' mental health.","failed","https://www.flsenate.gov/Session/Bill/2023/792/BillText/Filed/PDF","Failed",0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"SB262","Technology Transperancy",2023,"North America","USA","Florida","This bill prohibits the government from restricting social media content or accounts. This bill also protects children under the age of 18 in online spaces. Social media platforms are prohibited from processing data if it harms children, profiling children, using dark patterns, and collecting precise geolocation. 
","passed","https://www.flsenate.gov/Session/Bill/2023/262/BillText/er/PDF","Enacted",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"SB1620","Childhood Mental Health,  Safety, and Welfare",2023,"North America","USA","Florida","This bill requires mental health professionals to complete a course on technology addiction and pornography addiction. Additionally, the Commission on Mental Health & Substance Abuse must develop recommendations for how schools and providers should identify, treat and serve children with technology and pornography addiction.","failed","https://www.flsenate.gov/Session/Bill/2023/1620/BillText/Filed/PDF","Failed",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HB379","Technology in K-12 Public Schools",2023,"North America","USA","Florida","This bill focuses on technology use in K-12 public schools and prohibits the use of certain social media platforms such as TikTok on district-owned devices and through the internet for students.","passed","https://www.flsenate.gov/Session/Bill/2023/379/BillText/er/PDF","Enacted",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"HB1","Online Protections for Minors",2024,"North America","USA","Florida","This bill requires social media platforms to implement age verification for account holders. It also requires platforms to prevent minors under the age of 16 from creating new accounts, while also mandating termination options for existing minor accounts. ","failed","https://www.flsenate.gov/Session/Bill/2024/1/BillText/er/PDF","Failed",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB3","Online Protections for Minors",2024,"North America","USA","Florida","This bill requires social media platforms to bans accounts for children under 13 and required parental consent for children ages 14 and 15. Additionally, this bill requires age verification for online websites and platforms featuring content harmful to minors including sexually explicit content.","passed","https://www.flsenate.gov/Session/Bill/2024/3/BillText/er/PDF","Enacted",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB207","Social Media Protection of Minors",2024,"North America","USA","Florida","This bill prohibits K-12 schools from having social media accounts and requiring students to have social media accounts for educational purposes. Additionally, this bill requires social media platforms to provide local resources for suicide and domestic violence prevention and include protective measures for minors.","failed","https://www.flsenate.gov/Session/Bill/2024/207/BillText/Filed/PDF","Failed",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
"HB1491","Public Records and Investigations",2024,"North America","USA","Florida","This bill makes information collected by the Florida Department of Legal Affairs during investigations of social media and age-verification violations confidential and exempt from public records while the investigation is active. After an investigation ends, sensitive data about minors such as names, identifying information, and personal details remains exempt from public records requests to prevent privacy violations and identity theft.","passed","https://legiscan.com/FL/text/H1491/id/2952438/Florida-2024-H1491-Enrolled.pdf","Enacted",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"SB1196","Protect Our Children Act",2024,"North America","USA","Florida","This bill requires manufacturers of tablets or smartphones to include a filter that blocks material harmful to minors under the age of 18 and is enabled upon activation of the device.","failed","https://www.flsenate.gov/Session/Bill/2024/1196/BillText/Filed/PDF","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SB1788","Social Media Use for Minors",2024,"North America","USA","Florida","This bill requires social media platforms to prohibit minors under the age of 16 from creating new accounts and implement methods for age verification.","failed","https://www.flsenate.gov/Session/Bill/2024/1788/BillText/c1/PDF","Failed",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HB743","Social Media Use By Minors ",2025,"North America","USA","Florida","This bill requires social media platforms to permanently delete personal information within 45 days of account termination, allow confirmed parents or legal guardians of minor account holders to view a list of account names with which the minor has exchanged messages, disclose certain data to law enforcement upon valid legal process related to a criminal investigation, and prohibit minor account holders from using or accessing messages designed to disappear or self-destruct after a certain period.","failed","https://www.flsenate.gov/Session/Bill/2025/743/BillText/c2/PDF","Failed",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SB868","Social Media Use By Minors ",2025,"North America","USA","Florida","This bill requires mandatory termination for minors under the age of 14 and permits parents to terminate their child’s account. This bill prohibits a minor account holder from using or accessing messages that are designed to disappear. This bill requires social media platforms to provide a mechanism to decrypt end-to-end encryption so law enforcement can view messages. 
","failed","https://www.flsenate.gov/Session/Bill/2025/868/BillText/e1/PDF","Failed",1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"SB1430","Social Media Protection for Minors",2024,"North America","USA","Florida","This bill prohibits K-12 schools from using or having an account on certain social media platforms. Additionally, schools can’t require students to register, enroll, or participate in social media platforms for educational purposes.

","failed","https://www.flsenate.gov/Session/Bill/2024/1430/BillText/Filed/PDF","Failed",0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
"HB79","Standard Based Media Literacy Curriculum",2023,"North America","USA","Hawaii","This bill requires schools to include media literacy within K-12 school cirriculum and educate students about misinformation and online hate speech.","failed","https://legiscan.com/HI/text/HB79/id/2702179/Hawaii-2023-HB79-Amended.html","Failed",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SB914","Schools Media Literacy Curriculum",2023,"North America","USA","Hawaii","This bill requires schools to include media literacy within K-12 school cirriculum and educate student about misinformation and online hate speech.","failed","https://legiscan.com/HI/text/SB914/id/2657152/Hawaii-2023-SB914-Introduced.html","Failed",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"HB566","Minors Addictive Content Protections",2025,"North America","USA","Hawaii","This bill protects minors under the age of 18 from addictive content by imposing special requirements for operators regarding consent, notifications, and age verification.
","failed","https://legiscan.com/HI/text/HB566/id/3066476/Hawaii-2025-HB566-Introduced.html","Failed",1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"HB1198","Minors Internet Safety ",2025,"North America","USA","Hawaii","This bill requires any commercial entity that knowingly or intentionally distributes harmful material, including sexually explicit content, to minors under the age of 18 to implement age verification.","failed","https://legiscan.com/HI/text/HB1198/id/3073398/Hawaii-2025-HB1198-Introduced.html","Failed",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"SB1542","App Store Child Safety ",2025,"North America","USA","Hawaii","This bill requires app store providers to verify user’s age before they download an app and prevent minors under the age of 18 from downloading apps unsuitable for their age category. This also requires app store providers to  provide a mechanism for parents to block minors from downloading unsuitable apps.","failed","https://legiscan.com/HI/text/SB1542/id/3074044/Hawaii-2025-SB1542-Introduced.html","Failed",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"SB2309","Online Safety for Children",2024,"North America","USA","Hawaii","This bill requires businesses that provide an online service to enable default privacy settings, not use dark patterns, and not collect unnecessary data from children under the age of 18","failed","https://legiscan.com/HI/text/SB2309/id/2892188/Hawaii-2024-SB2309-Introduced.html","Failed",1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"HB1522","Study Article of School Code",2023,"North America","USA","Illinois","This bill requires internet education curriculum for K-12 schools to be updated every 3 years to ensure the curriculum is up to date.","failed","https://ilga.gov/legislation/103/HB/PDF/10300HB1522.pdf","Failed",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"HB3880","Children's Privacy Protection and Parental Empowerment Act",2023,"North America","USA","Illinois","This bill requires businesses that provide online services used by minors under the age of 18 to implement protections such as default privacy settings.","failed","https://www.ilga.gov/legislation/103/HB/PDF/10300HB3880lv.pdf","Failed",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"SB1782","Child Labor Laws",2023,"North America","USA","Illinois","This bill establishes protections and compensation requirements for minors in vlog content. This ensures once the minor turns 18 they have the right to delete their content. This bill also ensures that guardians of vloggers must set aside minors earnings in a trust account.","passed","https://www.ilga.gov/documents/legislation/103/SB/10300SB1782.htm","Passed",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"SR249","Minors and Social Media Harmful Algorithms",2023,"North America","USA","Illinois","This bill urges the federal government to create regulations that promote well-being of minors and protect them from harmful social media algorithms.","passed","https://legiscan.com/IL/text/SR0249/id/2799594/Illinois-2023-SR0249-Introduced.html","Passed",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"SB1873","School Code",2025,"North America","USA","Illinois","This bill prohibits students enrolled in public schools from using personal wireless communication devices during instructional time and prevents them from accessing social media platforms through school-provided internet.
","pending","https://legiscan.com/IL/text/SB1873/id/3105199/Illinois-2025-SB1873-Introduced.html","Pending",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HB4625","SCH CD- Digital Literacy Skills",2024,"North America","USA","Illinois","This bill requires all school districts to ensure that students receive opportunities to gain digital literacy skills, such as digital citizenship skills, media literacy, and AI literacy, beginning in elementary school.","failed","https://legiscan.com/IL/text/HB4625/id/2906936/Illinois-2023-HB4625-Introduced.html","Failed",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"HB5380","Parental Digital Choice Act",2024,"North America","USA","Illinois","This bill requires social media platforms to allow third-party safety software so parents can protect their children under the age of 18 from certain harms including cyberbullying, human trafficking and illegal drug distribution.","failed","https://legiscan.com/IL/text/HB5380/id/2921962/Illinois-2023-HB5380-Introduced.html","Failed",0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"SB1784","Child Labor-Trust Account",2024,"North America","USA","Illinois","This bill requires vloggers to set aside a specified amount of gross earnings from video content featuring their minor child under the age of 16 into a trust account to be obtained when the minor reaches adulthood. 
","failed","https://legiscan.com/IL/text/SB1784/id/2690706/Illinois-2023-SB1784-Introduced.html","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SB3324","Monitoring Child Online",2024,"North America","USA","Illinois","This bill requires social media platforms to allow third-party safety software so parents can monitor the children's online interactions.","failed","https://legiscan.com/IL/text/SB3324/id/2918565/Illinois-2023-SB3324-Introduced.html","Failed",0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"SB3334","Age-Appropriate Design Code",2024,"North America","USA","Illinois","This bill requires all covered entities that operate in the state and process children's data to do so in a manner consistent with the best interests of children under the age of 18. It also enables default privacy settings.
","failed","https://legiscan.com/IL/text/SB3334/id/2918319/Illinois-2023-SB3334-Introduced.html","Failed",0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
"SB3440","Parental Consent Social Media",2024,"North America","USA","Illinois","This bill prohibits social media companies from permitting a user who is a minor under the age of 18 to be an account holder unless the minor has provided parental consent. Additionally, social media companies must implement a curfew prohibiting minors from accessing the platform between 10 PM and 6 AM. 
","failed","https://legiscan.com/IL/text/SB3440/id/2920218/Illinois-2023-SB3440-Introduced.html","Failed",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HF1503","Social Media Algorithms",2023,"North America","USA","Minnesota","This bill prohibits social media platforms from using algorithms on accounts owned by minors under the age of 18.","failed","https://legiscan.com/MN/text/HF1503/id/2691086/Minnesota-2023-HF1503-Introduced.pdf","Failed",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"HF2257","Age Appropriate Design Act",2023,"North America","USA","Minnesota","This bill requires online platforms to prioritize the privacy, safety, and well-being of children under the age of 18 over their commercial interests. The bill prohibits practices such as profiling children by default or processing precise geolocation data.","failed","https://legiscan.com/MN/text/HF2257/id/2941164/Minnesota-2023-HF2257-Engrossed.pdf","Failed",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"SF2101","Consumer Protection",2023,"North America","USA","Minnesota","This bill prohibits social media algorithms from targeting children under the age of 18. Additionally, the bill requires minors to obtain permission from their legal guardian prior to opening a new user account.","failed","https://legiscan.com/MN/text/SF2101/2023","Failed",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB48","Certain social media algorithms that target children prohibited",2025,"North America","USA","Minnesota","This bill prohibits certain social media algorithms and recommendation features that target children under the age of 18.","pending","https://legiscan.com/MN/text/HF48/id/3071513/Minnesota-2025-HF48-Introduced.pdf","Pending",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
